1602720000000,374.5,387.26,374.5,379.21
1603065600000,377.16,378.05,365.99,378.05
1603411200000,379.64,413.2,368.23,413.2
1603756800000,408.89,411.96,393.38,393.38
1604102400000,403.53,403.53,382.9,382.9
1604361600000,385.84,394.94,383.85,383.85
1604707200000,387.62,454.65,387.62,454.65
1605052800000,435.42,455.36,435.42,449.82
1605398400000,463.18,475.97,462.21,462.72
1605744000000,449.21,482.2,449.21,479.44
1606089600000,471.32,560.51,471.32,560.51
1606435200000,608.27,608.27,518.47,518.47
1606694400000,517.55,574.75,517.55,574.75
1606953600000,612.26,612.26,589.58,598.76
1607299200000,616.51,616.51,571.19,601.97
1607644800000,592.39,592.39,554.33,560.45
1607990400000,545.98,590.32,545.98,585.54
1608336000000,589.07,654.42,589.07,654.42
1608681600000,659.32,659.32,610.43,634.98
1609027200000,587.96,636.74,587.96,636.74
1609372800000,689.66,752.86,689.66,752.86
1609632000000,738.62,777.7,730.15,777.7
1609977600000,967.0,1208.58,967.0,1208.58
1610323200000,1229.47,1282.98,1223.73,1267.73
1610668800000,1092.91,1216.91,1045.41,1216.91
1611014400000,1171.86,1255.98,1171.86,1255.98
1611360000000,1383.48,1385.85,1122.91,1236.68
1611705600000,1231.18,1392.54,1231.18,1355.23
1612051200000,1253.14,1380.28,1253.14,1372.43
1612310400000,1317.05,1514.23,1317.05,1514.23
