1622678400000,2708.43,2717.15,2632.66,2717.15
1623024000000,2858.28,2858.28,2624.77,2711.55
1623369600000,2580.54,2620.63,2486.6,2486.6
1623715200000,2356.63,2587.38,2356.63,2587.38
1624060800000,2561.19,2561.19,2231.55,2231.55
1624406400000,2176.31,2251.56,1875.36,1875.36
1624752000000,1971.11,1990.08,1817.05,1817.05
1625011200000,1973.93,2169.4,1973.93,2169.4
1625270400000,2279.35,2279.35,2121.66,2157.88
1625616000000,2228.53,2329.0,2217.3,2320.65
1625961600000,2317.24,2317.24,2123.06,2123.06
1626307200000,2144.01,2144.01,1944.4,1997.66
1626652800000,1910.73,1910.73,1874.2,1905.72
1626998400000,1824.93,2027.53,1794.97,2027.53
1627344000000,2117.15,2230.21,2117.15,2230.21
1627689600000,2292.58,2462.4,2292.58,2462.4
1627948800000,2541.67,2611.67,2541.67,2611.67
1628294400000,2521.27,2888.73,2521.27,2888.73
1628640000000,3151.22,3163.06,3012.31,3147.84
1628985600000,3166.65,3323.2,3048.41,3268.55
1629331200000,3309.75,3309.75,3007.14,3037.23
1629676800000,3144.82,3276.97,3144.82,3243.49
1630022400000,3320.41,3320.41,3122.97,3122.97
1630368000000,3267.54,3267.54,3232.73,3232.73
1630627200000,3440.56,3793.3,3440.56,3793.3
1630972800000,3936.16,3950.27,3894.94,3943.26
1631318400000,3440.34,3496.86,3209.92,3209.92
1631664000000,3268.1,3425.25,3268.1,3425.25
1632009600000,3595.96,3595.96,3412.18,3427.58
1632355200000,3335.88,3335.88,2744.11,3074.12
